,autor,tema,titulo,year
437, Diego Alvarez1°,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
438, Emilio ,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
439,Camila L. Zold1°,Computational Neuroscience,P111.-Theta-oscillations in visual cortex emerge with experience to convey  expected reward time and reward rate,2014
440, Marshall  G Shuler2°,Computational Neuroscience,P111.-Theta-oscillations in visual cortex emerge with experience to convey  expected reward time and reward rate,2014
441,Wagno Alcântara de Santana1°2°,Neurochemistry and Neuropharmacology,"P112.- JM-20, a new hybrid benzodiazepine - dihydropyridine molecule prevents  neuronal cell death in different in vitro model of Parkinson’s diseases",2014
442, Joana da Luz Oliveira1°,Neurochemistry and Neuropharmacology,"P112.- JM-20, a new hybrid benzodiazepine - dihydropyridine molecule prevents  neuronal cell death in different in vitro model of Parkinson’s diseases",2014
443, Yanier Núñez Figueredo3°,Neurochemistry and Neuropharmacology,"P112.- JM-20, a new hybrid benzodiazepine - dihydropyridine molecule prevents  neuronal cell death in different in vitro model of Parkinson’s diseases",2014
444, Estael Ochoa Silvia Lima Costa1°,Neurochemistry and Neuropharmacology,"P112.- JM-20, a new hybrid benzodiazepine - dihydropyridine molecule prevents  neuronal cell death in different in vitro model of Parkinson’s diseases",2014
445,María Paula Avalos1°,Neurochemistry and Neuropharmacology,P113.-Stress and vulnerability to develop cocaine addiction: role of glutamatergic  transmission,2014
446, Constanza García Keller1°,Neurochemistry and Neuropharmacology,P113.-Stress and vulnerability to develop cocaine addiction: role of glutamatergic  transmission,2014
447, Flavia Bollati1°,Neurochemistry and Neuropharmacology,P113.-Stress and vulnerability to develop cocaine addiction: role of glutamatergic  transmission,2014
448, Peter W. Kalivas2°,Neurochemistry and Neuropharmacology,P113.-Stress and vulnerability to develop cocaine addiction: role of glutamatergic  transmission,2014
449, Liliana Marina ,Neurochemistry and Neuropharmacology,P113.-Stress and vulnerability to develop cocaine addiction: role of glutamatergic  transmission,2014
450,Andrea N. Beltrán González,Neurochemistry and Neuropharmacology,P114.-Modulation of GABAA-rho1 receptors by L-cysteine,2014
451, Florencia Vicentini,Neurochemistry and Neuropharmacology,P114.-Modulation of GABAA-rho1 receptors by L-cysteine,2014
452, Daniel J. Calvo ,Neurochemistry and Neuropharmacology,P114.-Modulation of GABAA-rho1 receptors by L-cysteine,2014
453,Laura Caltana,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
454, Delia Soriano,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
455, Florencia Conde,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
456, Gonzalo Mullen,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
457, Marina Vacotto,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
458, Alicia Brusco ,Neurochemistry and Neuropharmacology,P115.-Serotoninergic alterations in CB1R knockout mice,2014
459,administrationMartijena,Neurochemistry and Neuropharmacology,P116.-Previous stress diminishes the interfering effect of midazolam on fear  memory reconsolidation. Effect of intra basolateral amygdala D-cycloserine ,2014
460, Victor Alejandro Molina,Neurochemistry and Neuropharmacology,P116.-Previous stress diminishes the interfering effect of midazolam on fear  memory reconsolidation. Effect of intra basolateral amygdala D-cycloserine ,2014
461,Betina Gonzalez1°,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
462, Javier Andres Muñiz1°,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
463, Jean Lud Cadet3°,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
464, Edgar Garcia-Rill4°,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
465, Francisco J. Urbano2°,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
466, ,Neurochemistry and Neuropharmacology,P117.-Methamphetamine and modafinil differentially alter mRNA expression of  epigenetic regulators in the mouse prefrontal cortex,2014
467,Conditioned AnimalCancela1° ,Neurochemistry and Neuropharmacology,P118.-Activation of Cannabinoid CB1 Receptor within Nucleus Accumbens Core  Underlies Restraint Stress-Induced Reinstatement in Extinguished Cocaine–,2014
468,Mariel Müller1°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
469, Leonardo Hess1°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
470, Agostina Tardivo1°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
471, Rafael Lajmanovich2°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
472, Andres Attademo2°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
473, Gisela Scremin1°,Neurochemistry and Neuropharmacology,P119.-Genotoxicity and alteration of spontaneous and evoked activity of the  nervous system induced by repeated exposure to low levels of chlorpyriphos,2014
474,in mPFCUrbano4°,Neurochemistry and Neuropharmacology,P120.-Chronic intermittent intake of caffeine and cocaine in mice induced  differential effects on locomotor sensitization and glutamatergic gene expression ,2014
475, Veronica Bisagno2° ,Neurochemistry and Neuropharmacology,P120.-Chronic intermittent intake of caffeine and cocaine in mice induced  differential effects on locomotor sensitization and glutamatergic gene expression ,2014
476,María Cecilia Perondi1°,Neurochemistry and Neuropharmacology,P121.-Perinatal protein deprivation facilitates morphine cross-sensitization to  cocaine in adult rats,2014
477, Gisella Tortoni1°,Neurochemistry and Neuropharmacology,P121.-Perinatal protein deprivation facilitates morphine cross-sensitization to  cocaine in adult rats,2014
478, Analía Valdomero2°,Neurochemistry and Neuropharmacology,P121.-Perinatal protein deprivation facilitates morphine cross-sensitization to  cocaine in adult rats,2014
479, Gabriel Ricardo Cuadra2° ,Neurochemistry and Neuropharmacology,P121.-Perinatal protein deprivation facilitates morphine cross-sensitization to  cocaine in adult rats,2014
480,María Celeste Rivero Echeto1°,Neurochemistry and Neuropharmacology,"P122.-Repeated intermittent treatment with cocaine, caffeine or their combination  alters intrinsic and synaptic properties of ventrobasal thalamic neurons",2014
481, Javier A. Muñiz2°,Neurochemistry and Neuropharmacology,"P122.-Repeated intermittent treatment with cocaine, caffeine or their combination  alters intrinsic and synaptic properties of ventrobasal thalamic neurons",2014
482, Betina González2°,Neurochemistry and Neuropharmacology,"P122.-Repeated intermittent treatment with cocaine, caffeine or their combination  alters intrinsic and synaptic properties of ventrobasal thalamic neurons",2014
483, Jean Lud Cadet3°,Neurochemistry and Neuropharmacology,"P122.-Repeated intermittent treatment with cocaine, caffeine or their combination  alters intrinsic and synaptic properties of ventrobasal thalamic neurons",2014
484, Edgar García-,Neurochemistry and Neuropharmacology,"P122.-Repeated intermittent treatment with cocaine, caffeine or their combination  alters intrinsic and synaptic properties of ventrobasal thalamic neurons",2014
485,Florencia Martina Soler García1°,Neurochemistry and Neuropharmacology,P123.-Blockage of ANG II AT2 receptors modifies cerebelar foliation process,2014
486, Susana Sanchez1°,Neurochemistry and Neuropharmacology,P123.-Blockage of ANG II AT2 receptors modifies cerebelar foliation process,2014
487, Gladys Ciuffo2°,Neurochemistry and Neuropharmacology,P123.-Blockage of ANG II AT2 receptors modifies cerebelar foliation process,2014
488, Lucia Fuentes1° ,Neurochemistry and Neuropharmacology,P123.-Blockage of ANG II AT2 receptors modifies cerebelar foliation process,2014
489,Carla Daniela Cisternas,Neuroendocrinology and Neuroimmunology,P124.-Expression of key steroidogenic enzymes in developing brain: hormonal  compensation of sex chromosomes-induced sex differences,2014
490, Karina Tome,Neuroendocrinology and Neuroimmunology,P124.-Expression of key steroidogenic enzymes in developing brain: hormonal  compensation of sex chromosomes-induced sex differences,2014
491, Maria Julia Cambiasso ,Neuroendocrinology and Neuroimmunology,P124.-Expression of key steroidogenic enzymes in developing brain: hormonal  compensation of sex chromosomes-induced sex differences,2014
492,María José De Rosa,Neuroendocrinology and Neuroimmunology,P125.-Neuronal regulation of the stress response in C. elegans: Role of the  neurotransmitter tyramine,2014
493, Nicolás Aguirre,Neuroendocrinology and Neuroimmunology,P125.-Neuronal regulation of the stress response in C. elegans: Role of the  neurotransmitter tyramine,2014
494, Diego Rayes ,Neuroendocrinology and Neuroimmunology,P125.-Neuronal regulation of the stress response in C. elegans: Role of the  neurotransmitter tyramine,2014
495,Nadia Kazlauskas,Neuroendocrinology and Neuroimmunology,P126.-Evidence of postnatal astro and microgliosis in the valproic acid model of  autism,2014
496, Luciana Lucchina,Neuroendocrinology and Neuroimmunology,P126.-Evidence of postnatal astro and microgliosis in the valproic acid model of  autism,2014
497, Marcos Campolongo,Neuroendocrinology and Neuroimmunology,P126.-Evidence of postnatal astro and microgliosis in the valproic acid model of  autism,2014
498, Amaicha Depino ,Neuroendocrinology and Neuroimmunology,P126.-Evidence of postnatal astro and microgliosis in the valproic acid model of  autism,2014
499,Mora Ogando,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
500, Sandra Zárate,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
501, M. Laura Magri,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
502, M. Florencia Gottardo,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
503, Gabriela Jaita,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
504, Guadalupe Eijo,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
505, ,Neuroendocrinology and Neuroimmunology,P127.-Does L-DOPA have neuroendocrine effects?,2014
506,Adriana Pietrelli1°2°,Neuroendocrinology and Neuroimmunology,P128.-Long-term effects of lifelong aerobic exercise on the stress response in  middle-aged and old rats,2014
507, Matías Di Nardo3°,Neuroendocrinology and Neuroimmunology,P128.-Long-term effects of lifelong aerobic exercise on the stress response in  middle-aged and old rats,2014
508, Alejandro Masucci1°4°,Neuroendocrinology and Neuroimmunology,P128.-Long-term effects of lifelong aerobic exercise on the stress response in  middle-aged and old rats,2014
