,autor,tema,poster
1310, Gimena Fernández,Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
1311, Agustina Cabral,Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
1312, Daniel Castrogiovanni,Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
1313," 
Mario Perello ",Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
1314," 
Maria Carolina Fabio",Neuroendocrinology and Neuroimmunology ," 
P265.-Effects of Diazepam Treatment on Neuroinflammation at Hippoccampus 
in a Chronic Model of Experimental Autoimmune Encephalomyelitis "
1315, María Inés Zalosnik,Neuroendocrinology and Neuroimmunology ," 
P265.-Effects of Diazepam Treatment on Neuroinflammation at Hippoccampus 
in a Chronic Model of Experimental Autoimmune Encephalomyelitis "
1316, Germán A. Roth,Neuroendocrinology and Neuroimmunology ," 
P265.-Effects of Diazepam Treatment on Neuroinflammation at Hippoccampus 
in a Chronic Model of Experimental Autoimmune Encephalomyelitis "
1317, Alicia L. Degano ,Neuroendocrinology and Neuroimmunology ," 
P265.-Effects of Diazepam Treatment on Neuroinflammation at Hippoccampus 
in a Chronic Model of Experimental Autoimmune Encephalomyelitis "
1318," 
Veronica Murta",Neuroendocrinology and Neuroimmunology ,"P266.-Setting up an in vitro model to study glial response to peripheric 
immune cells "
1319, Alberto Javier Ramos ,Neuroendocrinology and Neuroimmunology ,"P266.-Setting up an in vitro model to study glial response to peripheric 
immune cells "
1320," 
Gonzalo Piñero1",Neuroendocrinology and Neuroimmunology ,"P267.-Regenerative action and immune modulation of bone marrow cell 
transplant in sciatic nerve injury "
1321, Marianela Vence2,Neuroendocrinology and Neuroimmunology ,"P267.-Regenerative action and immune modulation of bone marrow cell 
transplant in sciatic nerve injury "
1322, Vanina Usach1,Neuroendocrinology and Neuroimmunology ,"P267.-Regenerative action and immune modulation of bone marrow cell 
transplant in sciatic nerve injury "
1323, Paula A. Soto1,Neuroendocrinology and Neuroimmunology ,"P267.-Regenerative action and immune modulation of bone marrow cell 
transplant in sciatic nerve injury "
1324, Patricia Setton-Avruj1 ,Neuroendocrinology and Neuroimmunology ,"P267.-Regenerative action and immune modulation of bone marrow cell 
transplant in sciatic nerve injury "
1325," 
Mary Luz Perea Vega1",Neuroendocrinology and Neuroimmunology ,"P268.-GHRELIN MODULATES HIPPOCAMPAL PLASTICITY CHANGING DENSITY 
AND MORPHOLOGY OF DENDRITIC SPINES "
1326, Monica Sánchez2,Neuroendocrinology and Neuroimmunology ,"P268.-GHRELIN MODULATES HIPPOCAMPAL PLASTICITY CHANGING DENSITY 
AND MORPHOLOGY OF DENDRITIC SPINES "
1327, Susana Rubiales De Barioglio1 ,Neuroendocrinology and Neuroimmunology ,"P268.-GHRELIN MODULATES HIPPOCAMPAL PLASTICITY CHANGING DENSITY 
AND MORPHOLOGY OF DENDRITIC SPINES "
1328," 
Tania Veuthey",Neuroendocrinology and Neuroimmunology ,"P269.-An insulin like-peptide, INS-3, bridges neural perception of stressors 
with intracellular defensive mechanisms in non-neuronal cells of C. elegans "
1329, Sebastián Giunti,Neuroendocrinology and Neuroimmunology ,"P269.-An insulin like-peptide, INS-3, bridges neural perception of stressors 
with intracellular defensive mechanisms in non-neuronal cells of C. elegans "
1330, Camila Masson,Neuroendocrinology and Neuroimmunology ,"P269.-An insulin like-peptide, INS-3, bridges neural perception of stressors 
with intracellular defensive mechanisms in non-neuronal cells of C. elegans "
1331, Maria Jose De Rosa,Neuroendocrinology and Neuroimmunology ,"P269.-An insulin like-peptide, INS-3, bridges neural perception of stressors 
with intracellular defensive mechanisms in non-neuronal cells of C. elegans "
1332, Diego Rayes ,Neuroendocrinology and Neuroimmunology ,"P269.-An insulin like-peptide, INS-3, bridges neural perception of stressors 
with intracellular defensive mechanisms in non-neuronal cells of C. elegans "
1333," 
Maria Ines Zalosnik Figueroa",Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1334, Laura Bertoldi,Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1335, Carolina Fabio,Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1336, Clara Castañares,Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1337, German Roth,Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1338," Alicia 
Degano ",Neuroendocrinology and Neuroimmunology ,"P270.-MeCP2 regulates the immune response during an autoimmune 
challenge "
1339," 
Macarena Amigo Durán",Sensory Systems ,"P271.-Exploring learning paradigms to study contextual modulation of 
olfactory-based behavior in head-fixed mice "
1340, Sebastián Romano,Sensory Systems ,"P271.-Exploring learning paradigms to study contextual modulation of 
olfactory-based behavior in head-fixed mice "
1341, Antonia Marin-Burgin,Sensory Systems ,"P271.-Exploring learning paradigms to study contextual modulation of 
olfactory-based behavior in head-fixed mice "
1342, Noel Federman ,Sensory Systems ,"P271.-Exploring learning paradigms to study contextual modulation of 
olfactory-based behavior in head-fixed mice "
1343," 
Esteban Pablo Barila",Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1344, Camila Carignano,Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1345, Ezequiel Rías,Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1346, Leonardo Dionisio,Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1347, Eugenio Aztiria,Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1348," Guillermo 
Spitzmaul ",Sensory Systems ,"P272.-Spiral ganglion neuron degeneration in mice with impaired potassium 
homeostasis of the cochlea "
1349," 
Alejandro Cámera1",Sensory Systems ,"P273.-Responses to visual motion stimuli of neurons from a crab assessed by 
multielectrode recording "
1350, Mariano Belluscio2,Sensory Systems ,"P273.-Responses to visual motion stimuli of neurons from a crab assessed by 
multielectrode recording "
1351, Daniel Tomsic1 ,Sensory Systems ,"P273.-Responses to visual motion stimuli of neurons from a crab assessed by 
multielectrode recording "
1352," 
Hernán H Dieguez1",Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1353, Horacio E. Romeo2,Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1354, Agustina Alaímo3,Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1355, María F. González Fleitas1,Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1356, Marcos L. Aranda1,Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1357," 
Ruth E. Rosenstein1",Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1358, Damian Dorfman1 ,Sensory Systems ," 
P274.-WHY IS THE MACULA PARTICULARLY SUSCEPTIBLE TO DRY AGE-RELATED 
MACULAR DEGENERATION? LESSONS FROM MICE "
1359," 
Florencia Gonzalez Fleitas",Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1360, Julian Devouassoux,Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1361, Marcos L Aranda,Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1362, Hernan Dieguez,Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1363, Damian Dorfman,Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1364," 
Ruth Rosenstein  ",Sensory Systems ,"P275.-ENRICHED ENVIRONMENT EXPOSURE PROTECTS THE VISUAL PATHWAY 
ALTERATIONS INDUCED BY EXPERIMENTAL GLAUCOMA IN ADULT RATS "
1365," 
Maximiliano Rios",Sensory Systems ,"P276.-The novel opsins Opn3 and 5 Non-visual opsins are expressed in cells of 
the inner vertebrate retina. Potential roles and physiological implications "
1366, Natalia Marchese,Sensory Systems ,"P276.-The novel opsins Opn3 and 5 Non-visual opsins are expressed in cells of 
the inner vertebrate retina. Potential roles and physiological implications "
1367, Agustin Serradel,Sensory Systems ,"P276.-The novel opsins Opn3 and 5 Non-visual opsins are expressed in cells of 
the inner vertebrate retina. Potential roles and physiological implications "
1368, Mario GUIDO ,Sensory Systems ,"P276.-The novel opsins Opn3 and 5 Non-visual opsins are expressed in cells of 
the inner vertebrate retina. Potential roles and physiological implications "
1369," 
Nicolás Martorell1",Sensory Systems ," 
P277.-When senses work together: how multimodal integration helps you stay 
alive "
1370,2,Sensory Systems ," 
P277.-When senses work together: how multimodal integration helps you stay 
alive "
1371, Violeta Medan1,Sensory Systems ," 
P277.-When senses work together: how multimodal integration helps you stay 
alive "
1372,2 ,Sensory Systems ," 
P277.-When senses work together: how multimodal integration helps you stay 
alive "
1373," 
Constanza Agata Miguel1",Sensory Systems ,"P278.-Oxaliplatin-induced peripheral neuropathy and neuropathic pain: 
mechanisms involved and possible therapeutic strategies "
1374, Maria Celeste Raggio1,Sensory Systems ,"P278.-Oxaliplatin-induced peripheral neuropathy and neuropathic pain: 
mechanisms involved and possible therapeutic strategies "
1375, Susana Laura Gonzalez2,Sensory Systems ,"P278.-Oxaliplatin-induced peripheral neuropathy and neuropathic pain: 
mechanisms involved and possible therapeutic strategies "
1376, Maria Florencia Coronel3 ,Sensory Systems ,"P278.-Oxaliplatin-induced peripheral neuropathy and neuropathic pain: 
mechanisms involved and possible therapeutic strategies "
1377," 
Sebastián A. Romano",Sensory Systems ,"P279.-Neural circuits supporting context and experience dependent 
representation of olfactory information "
1378, Noel Federman,Sensory Systems ,"P279.-Neural circuits supporting context and experience dependent 
representation of olfactory information "
1379, Macarena Amigo Durán,Sensory Systems ,"P279.-Neural circuits supporting context and experience dependent 
representation of olfactory information "
1380, Antonia Marin Burgin ,Sensory Systems ,"P279.-Neural circuits supporting context and experience dependent 
representation of olfactory information "
1381," 
Lucca Salomón",Sensory Systems ," 
P280.-On and off visual channels adapt differentially to object motion allowing 
arthropods to recognize novel stimuli occurrence "
1382, Verónica Pérez-Schuster,Sensory Systems ," 
P280.-On and off visual channels adapt differentially to object motion allowing 
arthropods to recognize novel stimuli occurrence "
1383, Gabriela Hermitte,Sensory Systems ," 
P280.-On and off visual channels adapt differentially to object motion allowing 
arthropods to recognize novel stimuli occurrence "
1384, Mercedes Bengochea,Sensory Systems ," 
P280.-On and off visual channels adapt differentially to object motion allowing 
arthropods to recognize novel stimuli occurrence "
1385," Martín Berón de 
Astrada ",Sensory Systems ," 
P280.-On and off visual channels adapt differentially to object motion allowing 
arthropods to recognize novel stimuli occurrence "
1386," 
Manuel Soliño1",Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1387, Manuel Rey-Funes1,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1388, Ester López1,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1389, Mariana Bareiro1,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1390, Rafael Pelaez2,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1391, Larrayoz Ignacio2,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1392," 
Alfredo Martínez2",Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1393, Elena Girardi1,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1394, López-Costa Juan José1 ,Sensory Systems ," 
P281.-EFFECT OF CB1 RECEPTOR MODULATION ON GENE EXPRESION IN LIGHT 
INDUCED RETINAL DEGENERATION "
1395," 
Samuel Alberto Alfonso Bueno",Synaptic Transmission and Excitability ,P282.-Effect of Rab11a in the regulated exocytosis of mouse chromaffin cells 
1396, Fernando Diego Marengo,Synaptic Transmission and Excitability ,P282.-Effect of Rab11a in the regulated exocytosis of mouse chromaffin cells 
1397, Luciana Inés Gallo ,Synaptic Transmission and Excitability ,P282.-Effect of Rab11a in the regulated exocytosis of mouse chromaffin cells 
1398," 
Emilce Artur de la Villarmois",Synaptic Transmission and Excitability ," 
P283.-Cognitive interference and NOS-1 inhibition are therapeutic strategies to 
prevent benzodiazepine withdrawal expression "
1399, Maria Florencia Constantin,Synaptic Transmission and Excitability ," 
P283.-Cognitive interference and NOS-1 inhibition are therapeutic strategies to 
prevent benzodiazepine withdrawal expression "
1400, Mariela F. Perez ,Synaptic Transmission and Excitability ," 
P283.-Cognitive interference and NOS-1 inhibition are therapeutic strategies to 
prevent benzodiazepine withdrawal expression "
1401," 
Juliette López Hanotte",Synaptic Transmission and Excitability ,"P284.-Mesenchymal stem cells therapy reversed hippocampal atrophy, 
neurodegeneration, loss of presynaptic proteins, reactive microglia and 
behavior impaired in a rat model of sporadic Alzheimer’s disease "
1402, María Florencia Zappa Villar,Synaptic Transmission and Excitability ,"P284.-Mesenchymal stem cells therapy reversed hippocampal atrophy, 
neurodegeneration, loss of presynaptic proteins, reactive microglia and 
behavior impaired in a rat model of sporadic Alzheimer’s disease "
1403, Joaquín Pardo,Synaptic Transmission and Excitability ,"P284.-Mesenchymal stem cells therapy reversed hippocampal atrophy, 
neurodegeneration, loss of presynaptic proteins, reactive microglia and 
behavior impaired in a rat model of sporadic Alzheimer’s disease "
1404, Paula Cecilia Reggiani  ,Synaptic Transmission and Excitability ,"P284.-Mesenchymal stem cells therapy reversed hippocampal atrophy, 
neurodegeneration, loss of presynaptic proteins, reactive microglia and 
behavior impaired in a rat model of sporadic Alzheimer’s disease "
1405," 
Rodrigo Manuel Paz",Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1406, Cecilia Tubert,Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1407, Agostina Stahl,Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1408, Bárbara Giugovaz Tropper,Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1409, Gustavo Murer,Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1410," Lorena 
Rela ",Synaptic Transmission and Excitability ,"P285.-D1/D5 dopamine receptor stimulation increases striatal cholinergic 
interneuron excitability in a mouse model of L-DOPA-induced dyskinesia "
1411," 
Paula Patricia Perissinotti1",Synaptic Transmission and Excitability ,"P286.-Altered pacemarker currents in thalamic ventrobasal neurons of leptin-
deficient mice "
1412, Cesleste Rivero Echeto1,Synaptic Transmission and Excitability ,"P286.-Altered pacemarker currents in thalamic ventrobasal neurons of leptin-
deficient mice "
