,autor,tema,poster
1218," 
Gabriela Asis3",Neurochemistry and Neuropharmacology ," 
P229.-Sciatic nerve recovery after a chronic constriction injury 
model using EPA/DHA-concentrate fish oil "
1219, Carlos H. Laino1 ,Neurochemistry and Neuropharmacology ," 
P229.-Sciatic nerve recovery after a chronic constriction injury 
model using EPA/DHA-concentrate fish oil "
1220,Victoria Sofia Berenice Wies Mancini1,Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1221, Anabella Ayelén Di Pietro1,Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1222," Soledad de 
Olmos3",Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1223, Juana Maria Pasquini1,Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1224, Jorge Daniel Correale2,Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1225, Laura Andre Pasquini1 ,Neurochemistry and Neuropharmacology ,"P230.-Impact of microglial depletion through colony-
stimulating factor 1 receptor inhibition on demyelination and 
neurodegeneration in a chronic cuprizone-induced 
demyelination model "
1226,Franco Barrile1,Neuroendocrinology and Neuroimmunology ,"P231.-CHARACTERIZATION OF GHRELIN-RESPONSIVE 
NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1227, Maria Paula Cornejo1,Neuroendocrinology and Neuroimmunology ,"P231.-CHARACTERIZATION OF GHRELIN-RESPONSIVE 
NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1228, Pablo Nicolás de Francesco1,Neuroendocrinology and Neuroimmunology ,"P231.-CHARACTERIZATION OF GHRELIN-RESPONSIVE 
NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1229," Mirta 
Reynaldo2",Neuroendocrinology and Neuroimmunology ,"P231.-CHARACTERIZATION OF GHRELIN-RESPONSIVE 
NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1230, Mario Perelló1 ,Neuroendocrinology and Neuroimmunology ,"P231.-CHARACTERIZATION OF GHRELIN-RESPONSIVE 
NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1231,Daniela Alejandra Cassano1,Neuroendocrinology and Neuroimmunology ,"P232.-CHARACTERIZATION OF GHRELIN/GHSR SYSTEM 
ROLE IN A 60% CALORIC RESTRICTION PROTOCOL "
1232, Maria Paula Cornejo1,Neuroendocrinology and Neuroimmunology ,"P232.-CHARACTERIZATION OF GHRELIN/GHSR SYSTEM 
ROLE IN A 60% CALORIC RESTRICTION PROTOCOL "
1233, Gimena Fernandez1,Neuroendocrinology and Neuroimmunology ,"P232.-CHARACTERIZATION OF GHRELIN/GHSR SYSTEM 
ROLE IN A 60% CALORIC RESTRICTION PROTOCOL "
1234," Daniel 
Castrogiovanni1",Neuroendocrinology and Neuroimmunology ,"P232.-CHARACTERIZATION OF GHRELIN/GHSR SYSTEM 
ROLE IN A 60% CALORIC RESTRICTION PROTOCOL "
1235, Mario Perello1 ,Neuroendocrinology and Neuroimmunology ,"P232.-CHARACTERIZATION OF GHRELIN/GHSR SYSTEM 
ROLE IN A 60% CALORIC RESTRICTION PROTOCOL "
1236,Veronica Murta1,Neuroendocrinology and Neuroimmunology ,"P233.-Dissecting the immune response in the CNS: astrocytic 
response to interaction with leukocytes "
1237, Alberto Javier Ramos1 ,Neuroendocrinology and Neuroimmunology ,"P233.-Dissecting the immune response in the CNS: astrocytic 
response to interaction with leukocytes "
1238,Tania Veuthey1,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1239,2,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1240, Sebastián Giunti1,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1241,2,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1242, Maria Jose De Rosa1,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1243,2,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1244, Diego Rayes1,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1245,2 ,Neuroendocrinology and Neuroimmunology ," 
P234.-Neural modulation of systemic stress response requires 
the insulin like-peptide INS-3 in C. elegans "
1246,María Inés Zalosnik1,Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1247, María Laura Bertoldi1,Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1248, Carolina Fabio1,Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1249, Clara Castañares1,Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1250," 
Germán Roth1",Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1251, Alicia Degano1 ,Neuroendocrinology and Neuroimmunology ," 
P235.-Increased pro-inflammatory response in a mouse model 
of neurodevelopmental disorder "
1252,Florencia Altschuler1,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1253, Marcos L. Aranda1,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1254, Omar Narvaez2,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1255, Juan S. Calanni1,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1256," María 
F. González Fleitas1",Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1257, Pablo H. Sande1,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1258, Damián Dorfman1,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1259, Luis Concha2,Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1260," Ruth E. 
Rosenstein1 ",Sensory Systems ," 
P236.-Non image forming visual system alterations induced by 
experimental optic  neuritis: therapeutic effect of melatonin "
1261,Macarena Amigo Durán1,Sensory Systems ,"P237.-A novel behavioural task for rodents: olfactory 
discrimination in a visual context "
1262, Sebastián A. Romano1,Sensory Systems ,"P237.-A novel behavioural task for rodents: olfactory 
discrimination in a visual context "
1263, Antonia Marin-Burgin1,Sensory Systems ,"P237.-A novel behavioural task for rodents: olfactory 
discrimination in a visual context "
1264," Noel 
Federman1 ",Sensory Systems ,"P237.-A novel behavioural task for rodents: olfactory 
discrimination in a visual context "
1265,Luis Ezequiel Boero1,Sensory Systems ," 
P238.-Noise exposure triggers changes in synaptic function in 
mammalian hair cells "
1266, María Eugenia Gómez-Casati2,Sensory Systems ," 
P238.-Noise exposure triggers changes in synaptic function in 
mammalian hair cells "
1267, Mark Rutherford3,Sensory Systems ," 
P238.-Noise exposure triggers changes in synaptic function in 
mammalian hair cells "
1268," Juan 
Goutman1 ",Sensory Systems ," 
P238.-Noise exposure triggers changes in synaptic function in 
mammalian hair cells "
1269,Juan Salvador Calanni1,Sensory Systems ,"P239.-Postnatal stress exposure impairs visual function in 
adult mice "
1270, Damián Dorfman1,Sensory Systems ,"P239.-Postnatal stress exposure impairs visual function in 
adult mice "
1271, Florencia Gonzales Fleitas1,Sensory Systems ,"P239.-Postnatal stress exposure impairs visual function in 
adult mice "
1272," Hernan 
Hugo Dieguez1",Sensory Systems ,"P239.-Postnatal stress exposure impairs visual function in 
adult mice "
1273, Ruth Estela Rosentein1 ,Sensory Systems ,"P239.-Postnatal stress exposure impairs visual function in 
adult mice "
1274,Agustin E Carpaneto Freixas1,Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1275, Marcelo J Moglie1,Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1276, Paola V Plazas1,Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1277,2,Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1278," Ana Belén 
Elgoyhen1",Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1279,2 ,Sensory Systems ," 
P240.-Unravelling the molecular components of the cholinergic 
efferent system in zebrafish lateral line "
1280,Valeria Castagna1,Sensory Systems ,"P241.-The medial efferent system during development of the 
auditory pathway "
1281, Luis Boero1,Sensory Systems ,"P241.-The medial efferent system during development of the 
auditory pathway "
1282, Belén Elgoyhen2,Sensory Systems ,"P241.-The medial efferent system during development of the 
auditory pathway "
1283, Maria Eugenia Gomez Casati1 ,Sensory Systems ,"P241.-The medial efferent system during development of the 
auditory pathway "
1284,Julián Daniel Devouassoux1,Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1285, María Florencia González Fleitas1,Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1286," Florencia 
Altschuler1",Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1287, Agustina Iaquinandi1,Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1288, Pablo Horacio Sande1,Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1289, Ruth Estela Rosenstein1 ,Sensory Systems ,"P242.-MELATONIN AS A THERAPEUTIC STRATEGY AGAINST 
THE ALTERATIONS IN  THE NON-IMAGE FORMING VISUAL 
SYSTEM INDUCED  BY EXPERIMENTAL GLAUCOMA "
1290,Hernán Dieguez1,Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1291, Horacio E. Romeo2,Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1292, Agustina Alaimo3,Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1293," Maria Florencia Gonzalez 
Fleitas1",Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1294, Ruth E. Rosenstein1,Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1295, Damian Dorfman1 ,Sensory Systems ,"P243.-MELATONIN PROTECTS THE RETINAL PIGMENTARY 
EPITHELIUM AND PHOTORECEPTOR DAMAGE WITHIN 
EXPERIMENTAL NON-EXUDATIVE AGE-RELATED MACULAR 
DENEGERATION "
1296,Lautaro Alejandro Duarte1,Sensory Systems ,"P244.-Configural or elemental representation of complex odor 
stimuli in the olfactory system of Drosophila melanogaster "
1297, Fernado Federico Locatelli1,Sensory Systems ,"P244.-Configural or elemental representation of complex odor 
stimuli in the olfactory system of Drosophila melanogaster "
1298, Nicolás Pírez1 ,Sensory Systems ,"P244.-Configural or elemental representation of complex odor 
stimuli in the olfactory system of Drosophila melanogaster "
1299,Agustina Iaquinandi Murtagh1,Sensory Systems ,"P245.-Measuring vision using innate behaviors in rats with 
intact or  impaired visual functions "
1300, Juan Salvador Calanni1,Sensory Systems ,"P245.-Measuring vision using innate behaviors in rats with 
intact or  impaired visual functions "
1301, Florencia Altschuler1,Sensory Systems ,"P245.-Measuring vision using innate behaviors in rats with 
intact or  impaired visual functions "
1302," Ruth 
Estela Rosenstein1",Sensory Systems ,"P245.-Measuring vision using innate behaviors in rats with 
intact or  impaired visual functions "
1303, Marcos Luis Aranda1 ,Sensory Systems ,"P245.-Measuring vision using innate behaviors in rats with 
intact or  impaired visual functions "
1304,Agustin Lara1,Sensory Systems ,"P246.-Perceptual quality and internal representation of odors 
mixtures is tuned by experience "
1305, Emiliano Marachlian2,Sensory Systems ,"P246.-Perceptual quality and internal representation of odors 
mixtures is tuned by experience "
1306, Fernando Locatelli1 ,Sensory Systems ,"P246.-Perceptual quality and internal representation of odors 
mixtures is tuned by experience "
1307,María Paula Ospital1,Sensory Systems ,"P247.-Sensory preconditioning and perceptual learning in 
honey bees Apis mellifera "
1308, Fernando Locatelli1 ,Sensory Systems ,"P247.-Sensory preconditioning and perceptual learning in 
honey bees Apis mellifera "
1309,Mariana Daniela Recalde1,Sensory Systems ," 
P248.-Resveratrol prevents oxaliplatin-induced neuronal injury 
and allodynia through anti-oxidant and anti-inflammatory 
mechanisms "
