,autor,afiliacion,titulo,tema,primer_autor
1,Marianela Vence," CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
2,Marcos L. Aranda," CONICET - Universidad de Buenos Aires, Centro de Estudios Farmacológicos y Botánicos (CEFyBO). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
3,Magalí C. Cercato," CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
4,Paula A. Soto,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
5,Vanina Usach,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
6,Patricia Setton-Avruj,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
0,Natalia Capriotti," Laboratorio de Neurobiología de Insectos, Centro Regional de Estudios Genómicos. Facultad de Ciencias Exactas, Universidad Nacional de La Plata, Bvd ",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
1,Juan Ianowski," Department of Anatomy, Physiology, and Pharmacology; University of Saskatchewan, Saskatoon, SK, Canada S",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
2,Sheila Ons," Laboratorio de Neurobiología de Insectos, Centro Regional de Estudios Genómicos. Facultad de Ciencias Exactas, Universidad Nacional de La Plata, Bvd ",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
0,Mariano Volonté, CREG - UNLP,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
1,Valeria Silva Moeller, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
2,Angelina Palacios Muñoz, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
3,Lía Frenkel, IB,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
4,John Ewer, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
5,Sheila Ons, CREG - UNLP,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
0,Gonzalo Piñero,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
1,Marianela Vence," CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
2,Marcos L. Aranda," CONICET - Universidad de Buenos Aires, Centro de Estudios Farmacológicos y Botánicos (CEFyBO). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
3,Magalí C. Cercato," CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
4,Paula A. Soto,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
5,Vanina Usach,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
6,Patricia Setton-Avruj,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
0,Daniela Alejandra Cassano, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
1,Gimena Fernandez, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
2,Pablo Nicolas De Francesco, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
3,Guadalupe García Romero, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
4,Maria Jose Tolosa, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
5,Mirta Reynaldo, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
6,Mario Perello, Laboratorio de Neurofisiología - Instituto Multidisciplinario de Biología Celular (IMBICE),ANALYSIS OF THE MORPHOLOGICAL REMODELING OF OREXIGENIC AGRP FIBERS IN THE BRAIN OF FASTED MICE: A POTENTIAL REGULATORY ROLE OF THE GHRELIN SIGNALING,Neuroendocrinology and Neuroimmunology,
0,Rocio Schumacher," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
1,Maria F. Rossetti," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
2,Gisela P. Lazarino," Center for Social and Affective Neuroscience, Department of Clinical and Experimental Medicine, Linköping University, ",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
3,Guillermina Canecini," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
4,Nicolas Fabre," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
5,Cora Stoker," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
6,Maria F. Andreoli," Instituto de Desarrollo e Investigaciones Pediátricas (IDIP) Hospital de Niños de la Plata - CIC-PBA, La Plata, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
7,Jorge G. Ramos," Instituto de Salud y Ambiente del Litoral (ISAL), UNL-CONICET, Santa Fe, Argentina.",Alterations generated by neonatal overfeeding on homeostatic control of food intake at weaning are restored in adulthood.,Neuroendocrinology and Neuroimmunology,
0,Tais Castagnola, Instituto de Investigaciones en Ingeniería Genética y Biología Molecular - INGEBI (CONICET),Optogenetic activation of olivocochlear efferent fibers fibers: in the quest for the source of GABA.,Sensory and Motor Systems,
1,Ana Belén Elgoyhen, Instituto de Investigaciones en Ingeniería Genética y Biología Molecular - INGEBI (CONICET),Optogenetic activation of olivocochlear efferent fibers fibers: in the quest for the source of GABA.,Sensory and Motor Systems,
2,Juan Diego Goutman, Instituto de Investigaciones en Ingeniería Genética y Biología Molecular - INGEBI (CONICET),Optogenetic activation of olivocochlear efferent fibers fibers: in the quest for the source of GABA.,Sensory and Motor Systems,
3,Carolina Wedemeyer, Instituto de Investigaciones en Ingeniería Genética y Biología Molecular - INGEBI (CONICET),Optogenetic activation of olivocochlear efferent fibers fibers: in the quest for the source of GABA.,Sensory and Motor Systems,
0,Cecilia T. Herbert," Dpto. de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
1,Santiago Boari," Dpto. de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
2,Gabriel B. Mindlin," Dpto. de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
3,Ana Amador," Dpto. de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
4,Cecilia T. Herbert," Instituto de Física de Buenos Aires, IFIBA-CONICET, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
5,Santiago Boari," Instituto de Física de Buenos Aires, IFIBA-CONICET, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
6,Gabriel B. Mindlin," Instituto de Física de Buenos Aires, IFIBA-CONICET, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
7,Ana Amador," Instituto de Física de Buenos Aires, IFIBA-CONICET, Buenos Aires, Argentina.",Grouped single-unit activity in a cortical avian nucleus supports a population model of birdsong production in Serinus canaria,Sensory and Motor Systems,
0,Román Baravalle," IFLP, CONICET & Universidad Nacional de La Plata (UNLP), La Plata, Argentina",Graph Theory tools for characterize Motor/Imaginary Movements in EEG,Sensory and Motor Systems,
1,Natalí Guisande," IFLP, CONICET & Universidad Nacional de La Plata (UNLP), La Plata, Argentina",Graph Theory tools for characterize Motor/Imaginary Movements in EEG,Sensory and Motor Systems,
2,Monserrat Pallares," IFLP, CONICET & Universidad Nacional de La Plata (UNLP), La Plata, Argentina",Graph Theory tools for characterize Motor/Imaginary Movements in EEG,Sensory and Motor Systems,
3,Federico Miceli," IFLP, CONICET & Universidad Nacional de La Plata (UNLP), La Plata, Argentina",Graph Theory tools for characterize Motor/Imaginary Movements in EEG,Sensory and Motor Systems,
4,Mauro Granado," IFLP, CONICET & Universidad Nacional de La Plata (UNLP), La Plata, Argentina",Graph Theory tools for characterize Motor/Imaginary Movements in EEG,Sensory and Motor Systems,
